rate,sload,sbytes,dload,proto,dtcpb,stcpb,dmean,tcprtt,dur,label
-0.5591072553759481,-0.3616411367763547,0.09771843116028016,-0.26028279137993543,0.32365223878739485,1.1515795970195692,1.1432546529730658,-0.14431626880809706,-0.4389146232473654,-0.14536005782051775,0
-0.5598033447540004,-0.3626218135825114,0.15136530169977042,-0.27385837720522466,0.32365223878739485,0.614502299975688,0.6056022729623884,-0.17304622632688746,-0.023063639891022947,-0.06142961934501421,1
-0.5296813351394717,-0.35973226809958586,-0.028980773038059956,6.196648564304702,0.32365223878739485,-0.6966182602051171,-0.7119014866219932,3.3976770652942037,-0.4391259081693024,-0.213009922939684,0
0.15695186069623884,-0.16414910709953728,-0.05049708999487765,-0.27935050391806043,-0.15650801734136563,-0.7497136769054038,-0.7543840313871636,-0.4849714793880402,-0.4449658234116402,-0.21949559920115375,1
0.15695186069623884,0.020662936951640128,-0.05011329838806708,-0.27935050391806043,-0.045701804388574754,-0.7497136769054038,-0.7543840313871636,-0.4849714793880402,-0.4449658234116402,-0.21949617394316814,1
-0.5601090823918936,-0.36432620110384784,-0.047394774506492196,-0.27570586437958355,0.32365223878739485,0.9978098867487,1.7619822108757657,-0.1648376670358045,0.35141775575006096,-0.0925530489086732,1
-0.5192932903496437,-0.35778113088696073,-0.039087285350738354,5.681461401544257,0.32365223878739485,0.5098704606132366,0.5050301795184129,2.1704974512773,-0.4389061718504879,-0.21706171045568348,0
-0.5420461546711123,-0.3619721180314412,-0.050329181166898024,-0.03831261616870665,0.5452646646929766,-0.7497136769054038,-0.7543840313871636,-0.11969059093484816,-0.4449658234116402,-0.21932806190395684,0
-0.5601704095247461,-0.36430527528386963,-0.04864209722862655,-0.2768322766534364,0.5452646646929766,-0.7497136769054038,-0.7543840313871636,-0.17304622632688746,-0.4449658234116402,-0.17806316581074855,0
-0.5598197657912095,-0.36424484338201407,-0.04777057045482754,-0.26831692109482597,0.32365223878739485,-0.26770815702372136,-0.6042055667801005,-0.01297932015076958,0.01922715008388079,-0.1861086918992934,1
0.3362759385350079,0.01103730965730797,-0.050289202874521925,-0.27935050391806043,-2.594244702302765,-0.7497136769054038,-0.7543840313871636,-0.4849714793880402,-0.4449658234116402,-0.21949588657216093,1
-0.5394726692740699,-0.3619347417206573,-0.05039314643469979,-0.029126498745522228,0.5452646646929766,-0.7497136769054038,-0.7543840313871636,-0.15252482809918003,-0.4449658234116402,-0.21934889630197876,0
3.026137349997312,1.5607633040447852,-0.05011329838806708,-0.27935050391806043,-3.739242236148271,-0.7497136769054038,-0.7543840313871636,-0.4849714793880402,-0.4449658234116402,-0.21949674868518254,1
-0.5493040554593237,-0.3617689819516712,-0.04475620720966951,-0.04864959537258163,0.32365223878739485,-0.4636739779280669,-0.47174303665651934,-0.11148203164376519,-0.4398020199195007,-0.2164164188590186,0
-0.5495500039984236,-0.36342349320146633,-0.05004933312026532,-0.0061493735959171885,0.32365223878739485,0.9933478062728913,0.9841429150619935,-0.09506491306159925,-0.44069786798851346,-0.21854224588477172,0
-0.560267771073877,-0.364313182097454,-0.0469230306564542,-0.27914113461789947,0.32365223878739485,-0.02394771110400358,0.18856861575050446,-0.3084874546297564,2.8886031609410825,-0.12550933075624615,0
1.8306432983304592,0.9190547664192958,-0.05011329838806708,-0.27935050391806043,0.5822000690105736,-0.7497136769054038,-0.7543840313871636,-0.4849714793880402,-0.4449658234116402,-0.21949660499967893,1
-0.560344531713328,-0.3643621548216462,-0.05072896409065904,-0.27935050391806043,-3.554565214560286,-0.7497136769054038,-0.7543840313871636,-0.4849714793880402,-0.4449658234116402,-0.21949703605618973,0
0.23665141187369987,0.06344349842617092,-0.05011329838806708,-0.27935050391806043,-3.0374695541139287,-0.7497136769054038,-0.7543840313871636,-0.4849714793880402,-0.4449658234116402,-0.21949574288665735,1
